Passenger_ID,Date,vehicle_Type,Route,Departure_Time,Passenger_Count,Ticket_Price,Total_revenue,Day,Payment_Method
P101037,8/30/2025,Bus,Colombo - Ratnapura,20:00,54,290,15660,Saturday,Mobile Payment
P102160,6/24/2025,Train,Kurunegala - Dambulla,20:00,135,180,24300,Tuesday,Cash
P102985,5/17/2025,Bus,Colombo - Ratnapura,16:00,43,300,12900,Saturday,Card
P103138,5/1/2025,Train,Colombo - Negombo,6:30,67,190,12730,Thursday,Card
P104982,11/5/2025,Bus,Kandy - Colombo,18:30,50,480,24000,Wednesday,Mobile Payment
P101755,12/18/2025,Other,Kurunegala - Dambulla,21:00,16,330,5280,Thursday,Card
P104263,7/1/2025,Bus,Galle - Matara,17:30,61,210,12810,Tuesday,Card
P103981,8/28/2025,Train,Kurunegala - Dambulla,8:00,83,210,17430,Thursday,Mobile Payment
P103818,11/18/2025,Train,Kandy - Nuwara Eliya,13:00,141,250,35250,Tuesday,Mobile Payment
P105346,9/22/2025,Bus,Kandy - Colombo,8:30,64,490,31360,Monday,Cash
P102521,1/14/2025,Train,Colombo - Kurunegala,18:00,120,240,28800,Tuesday,Card
P100874,9/8/2025,Bus,Kandy - Colombo,18:00,86,440,37840,Monday,Mobile Payment
P105230,3/1/2025,Train,Colombo - Kandy,17:00,149,340,50660,Saturday,Cash
P104490,10/1/2025,Train,Kandy - Colombo,7:30,144,330,47520,Wednesday,Cash
P101507,6/1/2025,Train,Colombo - Galle,20:00,126,320,40320,Sunday,Cash
P103892,1/19/2025,Bus,Kurunegala - Dambulla,7:00,52,250,13000,Sunday,Card
P101924,10/29/2025,Bus,Colombo - Negombo,18:00,46,240,11040,Wednesday,Cash
P100449,12/18/2025,Bus,Colombo - Galle,17:00,71,430,30530,Thursday,Mobile Payment
P103461,12/10/2025,Bus,Colombo - Kurunegala,9:00,33,380,12540,Wednesday,Mobile Payment
P103576,12/12/2025,Bus,Kurunegala - Dambulla,8:30,49,240,11760,Friday,Card
P105961,7/22/2025,Bus,Kurunegala - Dambulla,16:00,41,240,9840,Tuesday,Card
P103633,2/28/2025,Bus,Colombo - Kandy,17:00,39,430,16770,Friday,Cash
P103258,2/1/2025,Bus,Colombo - Negombo,12:00,20,230,4600,Saturday,Cash
P100362,10/15/2025,Train,Colombo - Kalutara,8:00,179,140,25060,Wednesday,Mobile Payment
P102184,12/23/2025,Bus,Colombo - Negombo,17:30,89,270,24030,Tuesday,Cash
P101135,7/20/2025,Train,Kandy - Colombo,20:00,109,360,39240,Sunday,Card
P104831,6/26/2025,Train,Colombo - Ratnapura,17:00,186,240,44640,Thursday,Cash
P103200,7/10/2025,Bus,Colombo - Negombo,13:00,55,240,13200,Thursday,Cash
P105818,12/12/2025,Train,Colombo - Kalutara,20:00,127,130,16510,Friday,Card
P103439,1/10/2025,Other,Colombo - Kalutara,6:30,33,200,6600,Friday,Cash
P102156,8/9/2025,Bus,Colombo - Kurunegala,8:00,39,350,13650,Saturday,Mobile Payment
P101831,5/22/2025,Other,Kurunegala - Dambulla,20:00,27,280,7560,Thursday,Card
P101054,4/13/2025,Train,Kurunegala - Dambulla,21:00,111,200,22200,Sunday,Cash
P102461,12/16/2025,Other,Kandy - Colombo,8:00,19,510,9690,Tuesday,Cash
P100023,9/20/2025,Bus,Colombo - Kandy,8:30,26,430,11180,Saturday,Mobile Payment
P102067,10/30/2025,Bus,Colombo - Kandy,8:30,52,430,22360,Thursday,Card
P101654,2/22/2025,Bus,Colombo - Negombo,18:30,48,230,11040,Saturday,Card
P103662,1/2/2025,Bus,Galle - Matara,7:30,51,190,9690,Thursday,Card
P104332,10/25/2025,Bus,Colombo - Kalutara,19:00,44,180,7920,Saturday,Cash
P102744,4/21/2025,Bus,Kurunegala - Dambulla,18:00,59,270,15930,Monday,Cash
P105245,1/23/2025,Train,Kurunegala - Dambulla,11:00,165,200,33000,Thursday,Mobile Payment
P104873,1/25/2025,Bus,Colombo - Galle,14:00,36,370,13320,Saturday,Mobile Payment
P102469,8/11/2025,Bus,Galle - Matara,15:00,36,200,7200,Monday,Mobile Payment
P102326,6/27/2025,Other,Colombo - Ratnapura,18:00,30,390,11700,Friday,Cash
P100461,2/3/2025,Bus,Kandy - Colombo,11:00,56,440,24640,Monday,Cash
P101068,12/6/2025,Bus,Colombo - Galle,15:00,20,370,7400,Saturday,Card
P100088,2/20/2025,Train,Kandy - Nuwara Eliya,17:00,141,220,31020,Thursday,Card
P101431,6/29/2025,Bus,Galle - Matara,10:00,60,200,12000,Sunday,Cash
P103740,5/21/2025,Train,Colombo - Ratnapura,17:00,137,220,30140,Wednesday,Card
P100283,2/16/2025,Bus,Colombo - Galle,17:30,72,380,27360,Sunday,Cash
P102484,2/7/2025,Bus,Colombo - Galle,20:00,48,380,18240,Friday,Card
P100463,6/21/2025,Train,Colombo - Ratnapura,17:30,124,240,29760,Saturday,Cash
P100213,12/3/2025,Train,Colombo - Galle,8:00,182,310,56420,Wednesday,Cash
P102589,8/19/2025,Bus,Colombo - Galle,19:00,55,420,23100,Tuesday,Mobile Payment
P104292,9/7/2025,Bus,Galle - Matara,6:30,51,200,10200,Sunday,Mobile Payment
P102908,12/3/2025,Bus,Kurunegala - Dambulla,16:00,37,240,8880,Wednesday,Card
P102582,8/24/2025,Train,Colombo - Kandy,20:00,96,330,31680,Sunday,Mobile Payment
P101369,11/21/2025,Bus,Colombo - Negombo,12:00,47,250,11750,Friday,Card
P100235,11/22/2025,Bus,Kurunegala - Dambulla,17:30,61,270,16470,Saturday,Mobile Payment
P103923,8/17/2025,Train,Colombo - Negombo,12:00,121,200,24200,Sunday,Cash
P100598,7/30/2025,Bus,Galle - Matara,15:00,40,210,8400,Wednesday,Mobile Payment
P105296,9/18/2025,Bus,Galle - Matara,12:00,32,190,6080,Thursday,Cash
P102251,3/22/2025,Bus,Kandy - Colombo,14:00,50,450,22500,Saturday,Cash
P105875,10/4/2025,Bus,Kandy - Colombo,14:00,45,410,18450,Saturday,Mobile Payment
P102284,2/18/2025,Bus,Colombo - Negombo,19:00,66,250,16500,Tuesday,Cash
P100663,2/21/2025,Train,Colombo - Kurunegala,19:00,202,240,48480,Friday,Card
P105955,1/21/2025,Bus,Colombo - Negombo,8:00,56,240,13440,Tuesday,Cash
P102286,5/5/2025,Bus,Galle - Matara,21:00,41,220,9020,Monday,Cash
P103432,10/24/2025,Other,Kandy - Nuwara Eliya,13:00,33,360,11880,Friday,Cash
P105656,2/15/2025,Bus,Kandy - Colombo,6:30,83,430,35690,Saturday,Card
P104321,8/15/2025,Train,Colombo - Galle,9:00,87,280,24360,Friday,Card
P103685,11/16/2025,Train,Kurunegala - Dambulla,20:00,129,210,27090,Sunday,Cash
P105474,6/8/2025,Train,Colombo - Kurunegala,19:00,131,280,36680,Sunday,Cash
P103469,10/29/2025,Train,Kurunegala - Dambulla,7:30,138,170,23460,Wednesday,Cash
P103542,7/25/2025,Train,Colombo - Ratnapura,18:00,172,250,43000,Friday,Card
P102991,8/7/2025,Bus,Kandy - Nuwara Eliya,8:30,58,270,15660,Thursday,Mobile Payment
P105334,7/27/2025,Bus,Colombo - Galle,13:00,40,390,15600,Sunday,Cash
P100780,12/1/2025,Train,Galle - Matara,18:30,77,160,12320,Monday,Cash
P102545,11/3/2025,Bus,Colombo - Kurunegala,18:00,87,380,33060,Monday,Cash
P105699,11/29/2025,Other,Colombo - Galle,8:30,24,490,11760,Saturday,Cash
P104619,11/11/2025,Bus,Galle - Matara,7:30,59,190,11210,Tuesday,Cash
P105777,7/28/2025,Train,Colombo - Ratnapura,8:00,206,240,49440,Monday,Cash
P105651,7/20/2025,Train,Colombo - Negombo,11:00,118,180,21240,Sunday,Mobile Payment
P105784,12/15/2025,Bus,Kandy - Colombo,9:00,22,450,9900,Monday,Cash
P105797,1/21/2025,Bus,Colombo - Kandy,20:00,61,470,28670,Tuesday,Mobile Payment
P100686,8/31/2025,Train,Colombo - Negombo,21:00,130,180,23400,Sunday,Mobile Payment
P103821,3/13/2025,Bus,Kurunegala - Dambulla,17:00,21,260,5460,Thursday,Cash
P104702,11/16/2025,Bus,Galle - Matara,17:00,59,210,12390,Sunday,Cash
P103244,12/21/2025,Train,Kandy - Nuwara Eliya,20:00,123,220,27060,Sunday,Cash
P101749,8/3/2025,Train,Colombo - Negombo,13:00,170,190,32300,Sunday,Mobile Payment
P104304,4/15/2025,Train,Colombo - Kurunegala,20:00,71,270,19170,Tuesday,Cash
P104639,4/7/2025,Train,Kandy - Nuwara Eliya,18:30,61,230,14030,Monday,Cash
P102838,4/24/2025,Bus,Kandy - Colombo,20:00,45,470,21150,Thursday,Mobile Payment
P103033,12/27/2025,Train,Colombo - Negombo,20:00,103,190,19570,Saturday,Mobile Payment
P102172,1/31/2025,Bus,Kurunegala - Dambulla,7:00,73,240,17520,Friday,Cash
P103768,5/26/2025,Bus,Colombo - Kurunegala,12:00,49,350,17150,Monday,Mobile Payment
P101851,11/26/2025,Bus,Colombo - Kalutara,19:00,67,180,12060,Wednesday,Mobile Payment
P100488,6/17/2025,Bus,Colombo - Kandy,11:00,45,490,22050,Tuesday,Cash
P101689,9/20/2025,Train,Colombo - Galle,19:00,162,270,43740,Saturday,Cash
P102231,11/8/2025,Train,Galle - Matara,19:00,141,140,19740,Saturday,Mobile Payment
P103474,9/18/2025,Train,Kandy - Colombo,8:00,124,360,44640,Thursday,Cash
P104375,9/18/2025,Bus,Galle - Matara,19:00,52,200,10400,Thursday,Cash
P102321,8/8/2025,Other,Galle - Matara,17:30,40,250,10000,Friday,Cash
P100783,6/10/2025,Bus,Colombo - Kandy,8:30,32,420,13440,Tuesday,Cash
P100522,5/2/2025,Bus,Kurunegala - Dambulla,19:00,49,240,11760,Friday,Cash
P100523,4/18/2025,Other,Galle - Matara,18:00,49,260,12740,Friday,Mobile Payment
P104018,9/25/2025,Train,Colombo - Ratnapura,21:00,129,220,28380,Thursday,Cash
P102940,4/8/2025,Bus,Galle - Matara,11:00,59,180,10620,Tuesday,Mobile Payment
P104681,1/30/2025,Bus,Colombo - Negombo,17:00,56,230,12880,Thursday,Card
P104827,2/18/2025,Train,Colombo - Galle,6:30,97,280,27160,Tuesday,Cash
P102399,12/6/2025,Train,Colombo - Kandy,9:00,102,310,31620,Saturday,Cash
P102208,7/19/2025,Train,Colombo - Kalutara,17:30,167,130,21710,Saturday,Cash
P104519,4/14/2025,Bus,Kurunegala - Dambulla,17:30,66,250,16500,Monday,Cash
P100781,4/9/2025,Train,Colombo - Kurunegala,15:00,101,280,28280,Wednesday,Mobile Payment
P104688,6/21/2025,Bus,Colombo - Galle,6:30,64,440,28160,Saturday,Card
P103997,1/10/2025,Bus,Colombo - Ratnapura,18:30,53,320,16960,Friday,Card
P101512,10/12/2025,Train,Galle - Matara,6:30,197,140,27580,Sunday,Mobile Payment
P101883,11/14/2025,Train,Kandy - Colombo,19:00,202,360,72720,Friday,Mobile Payment
P100652,10/3/2025,Bus,Galle - Matara,19:00,64,190,12160,Friday,Cash
P103948,7/3/2025,Train,Colombo - Ratnapura,12:00,82,240,19680,Thursday,Cash
P101802,7/28/2025,Train,Colombo - Kurunegala,10:00,153,250,38250,Monday,Cash
P100370,12/5/2025,Bus,Colombo - Ratnapura,18:00,55,310,17050,Friday,Cash
P105235,10/28/2025,Bus,Colombo - Kalutara,19:00,50,170,8500,Tuesday,Cash
P103732,7/23/2025,Other,Colombo - Kurunegala,13:00,34,420,14280,Wednesday,Cash
P100119,10/24/2025,Train,Colombo - Negombo,16:00,136,170,23120,Friday,Card
P100378,9/22/2025,Bus,Colombo - Kurunegala,7:30,21,320,6720,Monday,Cash
P100217,9/7/2025,Bus,Colombo - Kandy,18:00,47,440,20680,Sunday,Card
P102217,10/4/2025,Train,Colombo - Kurunegala,17:30,176,240,42240,Saturday,Cash
P104559,3/31/2025,Other,Colombo - Ratnapura,17:30,28,380,10640,Monday,Cash
P101614,4/1/2025,Bus,Colombo - Ratnapura,7:30,67,270,18090,Tuesday,Cash
P102884,7/15/2025,Bus,Colombo - Galle,9:00,61,380,23180,Tuesday,Cash
P104296,2/12/2025,Bus,Colombo - Kandy,7:00,70,420,29400,Wednesday,Card
P105382,1/17/2025,Bus,Colombo - Galle,18:30,39,370,14430,Friday,Cash
P100963,8/14/2025,Bus,Colombo - Ratnapura,12:00,31,300,9300,Thursday,Cash
P105398,1/8/2025,Bus,Kandy - Colombo,12:00,50,470,23500,Wednesday,Card
P102511,8/28/2025,Bus,Kandy - Colombo,10:00,41,490,20090,Thursday,Cash
P105630,11/13/2025,Bus,Colombo - Galle,7:30,52,390,20280,Thursday,Card
P104564,11/16/2025,Bus,Colombo - Galle,17:30,5,410,2050,Sunday,Card
P103998,2/20/2025,Bus,Kandy - Colombo,7:30,31,460,14260,Thursday,Mobile Payment
P100360,8/7/2025,Train,Colombo - Ratnapura,18:00,108,230,24840,Thursday,Cash
P101247,6/21/2025,Bus,Colombo - Kandy,18:30,101,410,41410,Saturday,Card
P103409,9/14/2025,Bus,Colombo - Kurunegala,8:30,74,350,25900,Sunday,Cash
P105084,4/11/2025,Bus,Colombo - Kalutara,8:30,65,180,11700,Friday,Cash
P102416,5/19/2025,Other,Kandy - Colombo,10:00,13,550,7150,Monday,Cash
P105580,6/2/2025,Bus,Kandy - Colombo,12:00,20,440,8800,Monday,Cash
P105320,11/27/2025,Train,Kandy - Colombo,7:00,66,310,20460,Thursday,Mobile Payment
P102186,1/12/2025,Other,Colombo - Ratnapura,19:00,31,380,11780,Sunday,Cash
P103996,9/8/2025,Bus,Colombo - Ratnapura,18:30,21,270,5670,Monday,Card
P102568,9/3/2025,Bus,Colombo - Negombo,15:00,35,240,8400,Wednesday,Cash
P103424,2/10/2025,Bus,Colombo - Ratnapura,9:00,44,320,14080,Monday,Mobile Payment
P102038,10/8/2025,Bus,Colombo - Galle,15:00,56,410,22960,Wednesday,Cash
P105097,6/17/2025,Train,Colombo - Kurunegala,8:00,170,280,47600,Tuesday,Cash
P100773,11/10/2025,Bus,Colombo - Ratnapura,16:00,39,310,12090,Monday,Cash
P101285,5/25/2025,Bus,Colombo - Ratnapura,17:00,46,330,15180,Sunday,Mobile Payment
P105513,8/3/2025,Train,Colombo - Galle,8:30,82,270,22140,Sunday,Card
P103563,8/9/2025,Bus,Kandy - Colombo,18:30,84,470,39480,Saturday,Cash
P105680,7/7/2025,Bus,Colombo - Ratnapura,7:00,50,280,14000,Monday,Cash
P102588,8/4/2025,Train,Kandy - Colombo,15:00,75,320,24000,Monday,Card
P105482,2/12/2025,Bus,Colombo - Ratnapura,17:00,62,290,17980,Wednesday,Card
P101415,12/16/2025,Bus,Colombo - Kurunegala,7:30,35,350,12250,Tuesday,Card
P101235,9/16/2025,Train,Galle - Matara,15:00,131,140,18340,Tuesday,Card
P105201,6/26/2025,Bus,Colombo - Kandy,17:30,40,480,19200,Thursday,Card
P100436,10/17/2025,Train,Galle - Matara,13:00,94,150,14100,Friday,Cash
P101675,9/3/2025,Train,Kandy - Colombo,8:30,61,310,18910,Wednesday,Card
P103300,5/20/2025,Train,Colombo - Kurunegala,8:00,139,240,33360,Tuesday,Cash
P100366,8/14/2025,Bus,Kandy - Nuwara Eliya,12:00,64,270,17280,Thursday,Card
P104509,10/24/2025,Train,Kandy - Nuwara Eliya,16:00,112,210,23520,Friday,Cash
P100232,6/4/2025,Bus,Kurunegala - Dambulla,6:30,56,250,14000,Wednesday,Cash
P105103,1/11/2025,Train,Colombo - Galle,8:00,108,290,31320,Saturday,Card
P100148,5/28/2025,Bus,Colombo - Ratnapura,13:00,41,280,11480,Wednesday,Card
P105267,6/7/2025,Bus,Kandy - Colombo,6:30,46,420,19320,Saturday,Card
P103089,1/20/2025,Train,Kurunegala - Dambulla,20:00,93,180,16740,Monday,Mobile Payment
P104036,10/7/2025,Other,Kandy - Nuwara Eliya,6:30,14,340,4760,Tuesday,Card
P103555,4/23/2025,Bus,Kurunegala - Dambulla,13:00,71,260,18460,Wednesday,Card
P100408,6/6/2025,Bus,Colombo - Kandy,12:00,26,480,12480,Friday,Card
P105539,11/2/2025,Bus,Kandy - Colombo,8:30,41,430,17630,Sunday,Cash
P103457,1/9/2025,Bus,Kandy - Nuwara Eliya,19:00,26,280,7280,Thursday,Mobile Payment
P102091,7/21/2025,Train,Kandy - Colombo,7:00,67,340,22780,Monday,Cash
P100087,6/21/2025,Train,Kurunegala - Dambulla,13:00,77,170,13090,Saturday,Cash
P103577,4/30/2025,Bus,Colombo - Negombo,17:30,39,250,9750,Wednesday,Card
P103272,8/26/2025,Bus,Colombo - Kurunegala,17:00,42,380,15960,Tuesday,Card
P100845,10/24/2025,Bus,Colombo - Kandy,18:00,66,450,29700,Friday,Card
P101032,8/12/2025,Train,Colombo - Negombo,6:30,159,210,33390,Tuesday,Cash
P103719,9/14/2025,Bus,Galle - Matara,13:00,38,200,7600,Sunday,Mobile Payment
P104330,2/15/2025,Train,Kandy - Nuwara Eliya,18:30,131,220,28820,Saturday,Card
P103856,11/20/2025,Bus,Colombo - Kurunegala,8:00,36,350,12600,Thursday,Card
P102988,7/20/2025,Bus,Kurunegala - Dambulla,18:00,60,270,16200,Sunday,Cash
P104351,11/23/2025,Train,Kandy - Colombo,17:30,191,360,68760,Sunday,Card
P102629,6/11/2025,Bus,Kandy - Colombo,18:00,63,420,26460,Wednesday,Cash
P103754,7/9/2025,Train,Colombo - Negombo,8:00,186,170,31620,Wednesday,Cash
P105305,3/18/2025,Bus,Kandy - Nuwara Eliya,15:00,45,300,13500,Tuesday,Cash
P100856,12/29/2025,Bus,Colombo - Galle,12:00,45,420,18900,Monday,Mobile Payment
P103004,2/13/2025,Train,Galle - Matara,6:30,102,140,14280,Thursday,Cash
P100079,3/24/2025,Bus,Colombo - Galle,18:30,44,390,17160,Monday,Mobile Payment
P102993,5/27/2025,Train,Kandy - Colombo,13:00,98,320,31360,Tuesday,Mobile Payment
P102248,1/12/2025,Train,Kurunegala - Dambulla,7:30,101,190,19190,Sunday,Cash
P104057,12/1/2025,Train,Colombo - Ratnapura,7:30,76,210,15960,Monday,Mobile Payment
P105476,7/20/2025,Bus,Colombo - Galle,14:00,28,420,11760,Sunday,Card
P105516,12/28/2025,Train,Kurunegala - Dambulla,6:30,100,180,18000,Sunday,Mobile Payment
P100759,11/5/2025,Train,Colombo - Negombo,6:30,179,170,30430,Wednesday,Card
P104697,4/13/2025,Bus,Colombo - Ratnapura,10:00,34,270,9180,Sunday,Card
P103356,4/29/2025,Bus,Kandy - Colombo,19:00,61,480,29280,Tuesday,Card
P100789,10/21/2025,Bus,Colombo - Kalutara,13:00,31,180,5580,Tuesday,Card
P102280,10/26/2025,Bus,Colombo - Negombo,6:30,82,260,21320,Sunday,Card
P103675,10/17/2025,Train,Colombo - Kandy,10:00,118,330,38940,Friday,Cash
P104248,9/16/2025,Bus,Galle - Matara,8:30,39,200,7800,Tuesday,Cash
P104978,3/10/2025,Bus,Galle - Matara,18:00,50,200,10000,Monday,Card
P104774,2/27/2025,Train,Colombo - Kalutara,19:00,252,130,32760,Thursday,Cash
P104487,9/26/2025,Bus,Colombo - Galle,10:00,63,380,23940,Friday,Card
P104961,3/29/2025,Bus,Colombo - Galle,15:00,45,410,18450,Saturday,Card
P102177,7/30/2025,Bus,Colombo - Ratnapura,16:00,45,300,13500,Wednesday,Cash
P100425,1/21/2025,Bus,Kurunegala - Dambulla,10:00,23,260,5980,Tuesday,Cash
P100393,11/3/2025,Bus,Kandy - Nuwara Eliya,13:00,36,300,10800,Monday,Card
P105891,10/4/2025,Train,Colombo - Ratnapura,8:30,166,220,36520,Saturday,Cash
P105666,7/19/2025,Train,Colombo - Kalutara,18:00,187,140,26180,Saturday,Cash
P102240,3/6/2025,Bus,Colombo - Ratnapura,10:00,38,280,10640,Thursday,Mobile Payment
P100105,11/26/2025,Other,Kandy - Nuwara Eliya,9:00,16,370,5920,Wednesday,Cash
P102673,10/2/2025,Train,Kandy - Colombo,7:30,137,350,47950,Thursday,Cash
P105486,6/21/2025,Other,Colombo - Negombo,13:00,28,290,8120,Saturday,Mobile Payment
P105024,7/1/2025,Train,Galle - Matara,8:30,105,160,16800,Tuesday,Cash
P102069,11/1/2025,Bus,Colombo - Negombo,18:30,34,260,8840,Saturday,Card
P103976,11/17/2025,Other,Colombo - Ratnapura,7:30,39,380,14820,Monday,Card
P103494,9/22/2025,Train,Kandy - Nuwara Eliya,17:00,148,220,32560,Monday,Cash
P101949,11/10/2025,Bus,Kurunegala - Dambulla,13:00,49,250,12250,Monday,Cash
P101460,11/26/2025,Train,Colombo - Negombo,13:00,93,190,17670,Wednesday,Cash
P101769,10/29/2025,Bus,Colombo - Kalutara,14:00,46,190,8740,Wednesday,Mobile Payment
P103299,10/6/2025,Bus,Colombo - Kurunegala,6:30,65,370,24050,Monday,Cash
P105483,11/15/2025,Bus,Colombo - Kalutara,8:30,63,200,12600,Saturday,Cash
P103832,10/29/2025,Train,Colombo - Kalutara,7:00,144,140,20160,Wednesday,Mobile Payment
P105742,3/16/2025,Train,Colombo - Galle,17:30,97,320,31040,Sunday,Card
P101588,3/28/2025,Bus,Galle - Matara,20:00,28,220,6160,Friday,Card
P104640,2/2/2025,Train,Colombo - Galle,7:30,157,320,50240,Sunday,Mobile Payment
P101732,1/14/2025,Train,Kandy - Nuwara Eliya,16:00,136,210,28560,Tuesday,Cash
P105713,6/16/2025,Bus,Colombo - Kurunegala,7:30,40,380,15200,Monday,Cash
P104673,11/2/2025,Train,Kandy - Nuwara Eliya,6:30,103,210,21630,Sunday,Cash
P100183,8/23/2025,Other,Colombo - Galle,12:00,27,480,12960,Saturday,Mobile Payment
P101792,9/25/2025,Train,Kandy - Nuwara Eliya,12:00,91,230,20930,Thursday,Cash
P102356,3/28/2025,Bus,Colombo - Kurunegala,18:30,59,380,22420,Friday,Mobile Payment
P101941,3/18/2025,Bus,Kurunegala - Dambulla,13:00,39,240,9360,Tuesday,Cash
P100703,4/14/2025,Bus,Galle - Matara,14:00,52,200,10400,Monday,Cash
P102443,8/7/2025,Train,Colombo - Kalutara,14:00,132,130,17160,Thursday,Card
P105231,7/7/2025,Train,Galle - Matara,17:00,190,160,30400,Monday,Mobile Payment
P100497,3/6/2025,Train,Colombo - Kandy,7:30,146,320,46720,Thursday,Cash
P104664,11/7/2025,Train,Kandy - Nuwara Eliya,10:00,116,220,25520,Friday,Cash
P100465,10/14/2025,Other,Kurunegala - Dambulla,18:00,19,330,6270,Tuesday,Card
P103801,8/5/2025,Bus,Galle - Matara,13:00,49,190,9310,Tuesday,Mobile Payment
P105184,6/25/2025,Other,Colombo - Galle,17:00,42,500,21000,Wednesday,Cash
P100173,11/5/2025,Bus,Galle - Matara,17:00,34,190,6460,Wednesday,Cash
P102021,4/10/2025,Other,Kandy - Nuwara Eliya,13:00,24,340,8160,Thursday,Mobile Payment
P105751,9/20/2025,Bus,Colombo - Kalutara,21:00,44,180,7920,Saturday,Cash
P105339,10/7/2025,Other,Colombo - Kandy,8:00,35,580,20300,Tuesday,Cash
P102541,12/22/2025,Train,Colombo - Kandy,6:30,178,360,64080,Monday,Card
P105948,8/24/2025,Bus,Colombo - Kurunegala,18:00,53,350,18550,Sunday,Mobile Payment
P102010,12/4/2025,Bus,Colombo - Kalutara,20:00,56,190,10640,Thursday,Mobile Payment
P102261,8/30/2025,Train,Colombo - Galle,21:00,92,320,29440,Saturday,Cash
P103085,4/23/2025,Train,Colombo - Ratnapura,21:00,98,220,21560,Wednesday,Mobile Payment
P102113,6/1/2025,Bus,Colombo - Kurunegala,21:00,42,330,13860,Sunday,Cash
P100901,12/31/2025,Bus,Colombo - Galle,14:00,61,380,23180,Wednesday,Cash
P101447,7/2/2025,Train,Kurunegala - Dambulla,19:00,178,200,35600,Wednesday,Cash
P101912,10/10/2025,Train,Kandy - Nuwara Eliya,16:00,197,220,43340,Friday,Mobile Payment
P103543,11/10/2025,Bus,Kurunegala - Dambulla,17:00,78,240,18720,Monday,Card
P102698,9/3/2025,Bus,Colombo - Ratnapura,9:00,42,290,12180,Wednesday,Mobile Payment
P105633,11/29/2025,Bus,Kandy - Nuwara Eliya,6:30,45,320,14400,Saturday,Cash
P103663,12/27/2025,Bus,Colombo - Ratnapura,8:30,62,300,18600,Saturday,Card
P100742,12/17/2025,Bus,Colombo - Kurunegala,6:30,58,360,20880,Wednesday,Cash
P102294,11/11/2025,Bus,Colombo - Kurunegala,18:30,58,340,19720,Tuesday,Cash
P102453,12/1/2025,Train,Colombo - Kurunegala,6:30,194,290,56260,Monday,Cash
P103706,9/7/2025,Train,Colombo - Galle,12:00,79,270,21330,Sunday,Cash
P104898,2/9/2025,Bus,Kurunegala - Dambulla,9:00,51,240,12240,Sunday,Card
P101207,9/23/2025,Train,Kurunegala - Dambulla,10:00,115,190,21850,Tuesday,Mobile Payment
P100510,8/27/2025,Train,Colombo - Ratnapura,10:00,163,220,35860,Wednesday,Card
P105289,6/29/2025,Bus,Galle - Matara,14:00,50,210,10500,Sunday,Mobile Payment
P103704,10/19/2025,Train,Kandy - Colombo,14:00,58,340,19720,Sunday,Mobile Payment
P103969,12/24/2025,Train,Colombo - Kurunegala,10:00,104,240,24960,Wednesday,Card
P105432,11/29/2025,Bus,Galle - Matara,17:00,92,220,20240,Saturday,Mobile Payment
P101550,7/7/2025,Train,Colombo - Kandy,7:00,144,360,51840,Monday,Cash
P103030,2/13/2025,Train,Kurunegala - Dambulla,17:00,268,200,53600,Thursday,Cash
P104523,11/3/2025,Train,Kandy - Colombo,16:00,62,350,21700,Monday,Card
P102203,8/10/2025,Bus,Colombo - Galle,9:00,37,380,14060,Sunday,Cash
P102567,2/5/2025,Bus,Colombo - Negombo,10:00,43,240,10320,Wednesday,Cash
P103790,11/21/2025,Other,Kandy - Nuwara Eliya,14:00,32,370,11840,Friday,Cash
P102045,8/20/2025,Train,Colombo - Kalutara,8:00,149,130,19370,Wednesday,Cash
P100768,4/1/2025,Train,Galle - Matara,16:00,104,140,14560,Tuesday,Card
P105881,6/2/2025,Bus,Kurunegala - Dambulla,10:00,43,250,10750,Monday,Card
P103700,1/12/2025,Bus,Kandy - Nuwara Eliya,12:00,31,300,9300,Sunday,Mobile Payment
P101509,9/17/2025,Train,Colombo - Kalutara,6:30,84,130,10920,Wednesday,Card
P103135,8/24/2025,Bus,Kandy - Colombo,21:00,33,470,15510,Sunday,Cash
P105834,4/3/2025,Bus,Kurunegala - Dambulla,17:00,68,250,17000,Thursday,Cash
P100422,5/29/2025,Train,Kurunegala - Dambulla,17:00,105,210,22050,Thursday,Cash
P100124,12/23/2025,Bus,Colombo - Kandy,8:00,48,460,22080,Tuesday,Mobile Payment
P105425,5/20/2025,Bus,Galle - Matara,20:00,48,200,9600,Tuesday,Cash
P103716,8/26/2025,Bus,Kandy - Nuwara Eliya,6:30,45,290,13050,Tuesday,Cash
P103293,8/19/2025,Bus,Colombo - Negombo,12:00,40,270,10800,Tuesday,Cash
P100820,11/5/2025,Bus,Kurunegala - Dambulla,10:00,38,240,9120,Wednesday,Cash
P101404,3/12/2025,Train,Kurunegala - Dambulla,7:30,170,200,34000,Wednesday,Cash
P101383,11/14/2025,Other,Kurunegala - Dambulla,17:30,53,290,15370,Friday,Card
P102149,11/16/2025,Bus,Galle - Matara,11:00,44,200,8800,Sunday,Cash
P105045,11/4/2025,Train,Galle - Matara,8:30,159,140,22260,Tuesday,Mobile Payment
P101576,2/27/2025,Bus,Kandy - Colombo,13:00,44,410,18040,Thursday,Card
P101639,12/13/2025,Other,Kurunegala - Dambulla,12:00,35,320,11200,Saturday,Mobile Payment
P101796,8/30/2025,Bus,Kandy - Nuwara Eliya,12:00,48,320,15360,Saturday,Mobile Payment
